"price","resid_area","air_qual","room_num","age","teachers","poor_prop","airportYES","n_hos_beds","n_hot_rooms","waterbodyLake","waterbodyLake and River","waterbodyRiver","rainfall","parks","Sold","avg_dist"
21.1,35.19,0.515,6.037,34.5,19.8,8.01,1,8.922,14.1688,0,0,0,57,0.050577407,1,5.985
19.5,35.19,0.515,5.869,46.3,19.8,9.8,0,10.09,15.156,0,0,1,53,0.044682897,0,5.23
18.5,35.19,0.515,5.895,59.6,19.8,10.56,1,8.27,12.148,0,0,1,21,0.056682367,0,5.615
20.6,35.19,0.515,6.059,37.3,19.8,8.51,1,8.112,14.1648,0,0,1,26,0.053459545,0,4.8125
19,35.19,0.515,5.985,45.4,19.8,9.74,0,6.38,11.152,1,0,0,28,0.04769962,0,4.8125
18.7,35.19,0.515,5.968,58.5,19.8,9.29,1,6.474,13.1496,0,0,0,20,0.053311543,0,4.8125
32.7,31.52,0.442,7.241,49.3,24.5,5.49,1,6.254,13.2616,0,0,0,48,0.052440282,0,7.0375
16.5,31.89,0.518,6.54,59.7,24.1,8.65,1,7.33,11.132,0,0,1,40,0.056545656,1,6.2675
23.9,33.78,0.484,6.696,56.4,22.4,7.18,1,8.978,15.1912,0,1,0,52,0.047871549,1,5.7325
31.2,33.78,0.484,6.874,28.1,22.4,4.61,0,10.624,11.2496,0,0,1,23,0.046382519,1,6.465
17.5,34.39,0.442,6.014,48.5,21.2,10.53,1,7.15,13.14,1,0,0,26,0.050677119,1,8.0125
17.2,34.39,0.442,5.898,52.3,21.2,12.67,0,6.044,13.1376,0,0,1,46,0.044077795,1,8.015
23.1,34.15,0.429,6.516,27.7,22.1,6.36,1,8.162,12.1848,1,0,0,47,0.038407038,0,8.5375
24.5,32.01,0.435,6.635,29.7,23,5.99,1,6.29,13.196,0,0,0,45,0.048923889,0,8.3425
26.6,31.25,0.429,6.939,34.5,20.3,5.89,1,5.632,11.2128,0,0,0,30,0.039234716,0,8.795
22.9,31.25,0.429,6.49,44.4,20.3,5.98,0,7.258,15.1832,0,0,1,55,0.038897843,1,8.7925
24.1,31.69,0.411,6.579,35.9,21.7,5.49,1,5.582,10.1928,0,0,1,45,0.036212003,0,10.7125
18.6,31.69,0.411,5.884,18.5,21.7,7.79,1,7.372,11.1488,0,0,1,50,0.039638648,0,10.7125
30.1,32.02,0.41,6.728,36.1,23,4.5,1,6.102,12.2408,1,0,0,40,0.047356513,0,12.1275
18.2,31.91,0.413,5.663,21.9,18,8.05,0,8.764,12.1456,0,0,0,34,0.046933708,0,10.585
20.6,31.91,0.413,5.936,19.5,18,5.57,0,9.312,13.1648,0,0,1,53,0.044335025,0,10.585
17.8,48.1,0.77,6.212,97.4,19.8,17.6,0,5.956,14.1424,0,0,0,39,0.077295155,1,2.1225
21.7,48.1,0.77,6.395,91,19.8,13.27,0,7.034,13.1736,1,0,0,56,0.075544099,0,2.505
22.7,48.1,0.77,6.127,83.4,19.8,11.48,0,6.354,15.1816,0,1,0,42,0.076655095,0,2.7225
22.6,48.1,0.77,6.112,81.3,19.8,12.67,0,7.89976706827309,14.1808,1,0,0,26,0.074238745,0,2.5075
25,48.1,0.77,6.398,88,19.8,7.79,0,8.8,10.2,0,0,0,37,0.067257872,1,2.5175
19.9,48.1,0.77,6.251,91.1,19.8,14.19,1,8.898,13.1592,0,0,1,56,0.073252182,0,2.295
20.8,48.1,0.77,5.362,96.2,19.8,10.19,0,8.016,14.1664,1,0,0,52,0.069929484,0,2.105
16.8,48.1,0.77,5.803,89,19.8,14.64,1,9.736,15.1344,0,1,0,57,0.08028456,0,1.905
21.9,48.1,0.718,8.78,82.9,19.8,5.29,0,8.038,12.1752,0,0,1,26,0.062172824,1,1.905
27.5,48.1,0.718,3.561,87.9,19.8,7.12,1,8.05,12.22,0,0,1,51,0.067931991,0,1.6125
21.9,48.1,0.718,4.963,91.4,19.8,14,0,10.238,14.1752,1,0,0,58,0.075653918,0,1.75
23.1,48.1,0.631,3.863,100,19.8,13.33,0,9.962,11.1848,1,0,0,24,0.055889023,0,1.5075
50,48.1,0.631,4.97,100,19.8,3.26,0,9.7,13.4,0,0,1,41,0.062356485,0,1.3325
50,48.1,0.631,6.683,96.8,19.8,3.73,1,6.7,15.4,0,0,1,58,0.06747724,0,1.355
50,48.1,0.631,7.016,97.5,19.8,2.96,1,10.1,12.4,0,0,0,46,0.05922939,0,1.2
50,48.1,0.631,6.216,100,19.8,9.53,1,9.8,13.4,0,0,0,25,0.060880135,0,1.17
50,48.1,0.668,5.875,89.6,19.8,8.88,1,10.8,12.4,0,0,0,57,0.06447881,0,1.1275
13.8,48.1,0.668,4.906,100,19.8,34.77,1,6.876,13.1104,0,0,0,56,0.061022409,0,1.175
13.8,48.1,0.668,4.138,100,19.8,37.97,0,7.076,13.1104,1,0,0,35,0.071138748,0,1.1375
15,48.1,0.671,7.313,97.9,19.8,13.44,0,8.9,15.12,0,0,0,45,0.062426718,1,1.3175
13.9,48.1,0.671,6.649,93.3,19.8,23.24,1,9.478,15.1112,0,0,0,26,0.070452383,0,1.345
13.3,48.1,0.671,6.794,98.8,19.8,21.24,1,6.066,14.1064,0,0,0,22,0.069007471,1,1.3575
13.1,48.1,0.671,6.38,96.2,19.8,23.69,1,9.262,14.1048,1,0,0,54,0.06315332,0,1.385
10.2,48.1,0.671,6.223,100,19.8,21.78,0,7.904,11.0816,0,1,0,46,0.058067105,1,1.3875
10.4,48.1,0.671,6.968,91.9,19.8,17.21,1,9.408,14.0832,0,0,0,21,0.066591139,1,1.4175
10.9,48.1,0.671,6.545,99.1,19.8,21.08,0,8.618,10.0872,0,1,0,60,0.05814884,1,1.5175
11.3,48.1,0.7,5.536,100,19.8,23.6,1,8.226,11.0904,0,0,1,46,0.060649594,0,1.5775
12.3,48.1,0.7,5.52,100,19.8,24.56,0,6.746,15.0984,1,0,0,41,0.070122485,0,1.535
8.8,48.1,0.7,4.368,91.2,19.8,30.63,0,5.676,14.0704,0,0,1,25,0.062556587,0,1.44
7.2,48.1,0.7,5.277,98.1,19.8,30.81,0,10.144,13.0576,0,1,0,36,0.059990848,0,1.4275
10.5,48.1,0.7,4.652,100,19.8,28.28,1,7.71,15.084,0,0,1,34,0.059673708,0,1.4675
7.4,48.1,0.7,5,89.5,19.8,31.99,0,8.348,15.0592,0,1,0,54,0.061626983,0,1.52
10.2,48.1,0.7,4.88,100,19.8,30.62,0,6.104,10.0816,1,0,0,25,0.071030258,0,1.59
11.5,48.1,0.7,5.39,98.9,19.8,20.85,0,6.03,12.092,0,1,0,51,0.061502094,0,1.73
15.1,48.1,0.7,5.713,97,19.8,17.11,1,9.702,11.1208,0,0,1,20,0.071082586,1,1.925
23.2,48.1,0.7,6.051,82.5,19.8,18.76,1,9.664,10.1856,0,0,1,53,0.061832936,0,2.17
9.7,48.1,0.7,5.036,97,19.8,25.68,0,5.494,14.0776,0,0,0,51,0.068542099,0,1.77
13.8,48.1,0.693,6.193,92.6,19.8,15.17,0,9.076,14.1104,0,0,1,55,0.062731082,0,1.7925
12.7,48.1,0.693,5.887,94.7,19.8,16.35,0,6.754,15.1016,0,0,0,40,0.065389612,0,1.7825
13.1,48.1,0.693,6.471,98.8,19.8,17.12,0,5.762,15.1048,0,1,0,29,0.071121639,1,1.725
12.5,48.1,0.693,6.405,96,19.8,19.37,1,5.45,11.1,0,0,1,24,0.068462877,1,1.675
8.5,48.1,0.693,5.747,98.9,19.8,19.92,0,9.27,14.068,0,0,0,22,0.06623652,1,1.635
5,48.1,0.693,5.453,100,19.8,30.59,0,9.3,13.04,1,0,0,26,0.065253151,0,1.49
6.3,48.1,0.693,5.852,77.8,19.8,29.97,0,6.726,14.0504,0,0,1,42,0.061264059,1,1.5
5.6,48.1,0.693,5.987,100,19.8,26.77,1,9.212,11.0448,1,0,0,30,0.061734722,1,1.59
7.2,48.1,0.693,6.343,100,19.8,20.32,1,7.344,10.0576,0,0,0,50,0.070291108,1,1.575
12.1,48.1,0.693,6.404,100,19.8,20.31,0,5.442,14.0968,0,0,1,42,0.068858839,1,1.6375
8.3,48.1,0.693,5.349,96,19.8,19.77,1,7.89976706827309,15.0664,0,0,1,40,0.067688666,1,1.7025
8.5,48.1,0.693,5.531,85.4,19.8,27.38,0,8.47,11.068,0,0,0,56,0.061470408,1,1.6075
5,48.1,0.693,5.683,100,19.8,22.98,1,7.3,14.04,0,0,1,38,0.065307953,1,1.425
11.9,48.1,0.659,4.138,100,19.8,23.34,1,8.538,14.0952,0,0,1,53,0.061901185,1,1.1775
27.9,48.1,0.659,5.608,100,19.8,12.13,1,6.658,13.2232,0,0,1,26,0.067194873,0,1.2875
17.2,48.1,0.597,5.617,97.9,19.8,26.4,0,6.444,12.1376,0,0,1,25,0.052765327,0,1.455
27.5,48.1,0.597,6.852,100,19.8,19.78,1,7.65,14.22,1,0,0,57,0.056582992,0,1.465
15,48.1,0.597,5.757,100,19.8,10.11,0,9.6,11.12,0,0,1,52,0.061616148,1,1.4125
17.2,48.1,0.597,6.657,100,19.8,21.22,0,9.644,14.1376,0,0,0,44,0.055100907,0,1.5275
17.9,48.1,0.597,4.628,100,19.8,34.37,0,8.358,15.1432,0,0,0,40,0.058674621,0,1.555
16.3,48.1,0.597,5.155,100,19.8,20.08,0,6.626,14.1304,0,0,1,58,0.055800358,0,1.5875
7,48.1,0.693,4.519,100,19.8,36.98,1,6.04,12.056,0,0,1,40,0.069262801,0,1.6575
7.2,48.1,0.679,6.434,100,19.8,29.05,0,8.644,11.0576,0,0,0,59,0.058726791,0,1.835
7.5,48.1,0.679,6.782,90.8,19.8,25.79,1,7.89976706827309,10.06,0,0,1,35,0.06461937,1,1.82
10.4,48.1,0.679,5.304,89.1,19.8,26.64,1,8.608,15.0832,0,1,0,60,0.058834904,0,1.65
8.8,48.1,0.679,5.957,100,19.8,20.62,0,8.476,12.0704,0,0,0,52,0.067903567,0,1.8
8.4,48.1,0.718,6.824,76.5,19.8,22.74,0,5.968,13.0672,0,0,0,26,0.063264165,1,1.7925
16.7,48.1,0.718,6.411,100,19.8,15.02,1,6.034,13.1336,0,1,0,48,0.064850926,0,1.8575
14.2,48.1,0.718,6.006,95.3,19.8,15.7,0,8.284,10.1136,0,0,0,29,0.075559551,1,1.875
20.8,48.1,0.614,5.648,87.6,19.8,14.1,0,8.916,11.1664,0,0,0,36,0.058066317,1,1.9525
13.4,48.1,0.614,6.103,85.1,19.8,23.29,0,8.268,46.19856,1,0,0,29,0.063343967,0,2.0225
11.7,48.1,0.584,5.565,70.6,19.8,17.16,0,7.834,11.0936,0,0,0,57,0.063779016,1,2.065
8.3,48.1,0.679,5.896,95.4,19.8,24.39,1,5.566,15.0664,1,0,0,51,0.067305708,0,1.91
10.2,48.1,0.584,5.837,59.7,19.8,15.69,0,9.104,14.0816,0,0,0,33,0.055707938,1,1.9975
10.9,48.1,0.679,6.202,78.7,19.8,14.52,0,7.518,11.0872,1,0,0,42,0.066286981,1,1.8625
11,48.1,0.679,6.193,78.1,19.8,21.52,1,8.52,12.088,0,0,1,45,0.067890699,1,1.9375
9.5,48.1,0.679,6.38,95.6,19.8,24.08,1,8.79,12.076,0,0,0,52,0.064037395,0,1.9675
14.5,48.1,0.584,6.348,86.1,19.8,17.64,0,9.09,11.116,0,0,1,53,0.063629899,1,2.055
14.1,48.1,0.584,6.833,94.3,19.8,19.69,1,6.682,14.1128,1,0,0,29,0.054610526,1,2.0875
16.1,48.1,0.584,6.425,74.8,19.8,12.03,1,8.722,10.1288,0,0,0,42,0.053705297,1,2.2
14.3,48.1,0.713,6.436,87.9,19.8,16.22,0,6.186,10.1144,0,1,0,46,0.061400159,0,2.3175
11.7,48.1,0.713,6.208,95,19.8,15.17,0,7.834,11.0936,0,0,0,37,0.074839333,1,2.2225
13.4,48.1,0.74,6.629,94.6,19.8,23.27,0,10.168,12.1072,0,1,0,46,0.076801062,0,2.125
9.6,48.1,0.74,6.461,93.3,19.8,18.05,1,6.092,10.0768,0,0,1,57,0.070157854,0,2
8.2,48.1,0.74,6.152,100,19.8,26.45,0,9.864,11.0656,0,0,0,60,0.06739388,1,1.9125
8.4,48.1,0.74,5.935,87.9,19.8,34.02,1,9.568,14.0672,0,0,0,57,0.071117798,0,1.82
12.8,48.1,0.74,5.627,93.9,19.8,22.88,1,8.456,15.1024,0,0,0,50,0.073012667,0,1.8175
10.5,48.1,0.74,5.818,92.4,19.8,22.11,0,7.41,12.084,0,0,0,38,0.075248915,1,1.865
17.1,48.1,0.74,6.406,97.2,19.8,19.52,1,9.242,15.1368,0,1,0,58,0.077408024,0,2.0675
14.8,48.1,0.74,6.219,100,19.8,16.59,0,7.096,14.1184,0,0,1,54,0.07711596,0,2.005
15.4,48.1,0.74,6.485,100,19.8,18.85,0,6.608,14.1232,0,0,1,21,0.06694984,1,1.9775
10.8,48.1,0.74,5.854,96.6,19.8,23.79,0,5.516,12.0864,0,1,0,34,0.065304838,0,1.8975
11.8,48.1,0.74,6.459,94.8,19.8,23.98,1,5.336,12.0944,0,0,1,28,0.076180913,1,1.9875
14.9,48.1,0.74,6.341,96.4,19.8,17.79,0,10.198,15.1192,0,0,0,41,0.070659667,0,2.07
12.6,48.1,0.74,6.251,96.6,19.8,16.44,1,9.752,11.1008,0,0,0,37,0.064950729,1,2.1975
14.1,48.1,0.713,6.185,98.7,19.8,18.13,1,9.082,13.1128,0,0,0,52,0.067950544,0,2.26
13,48.1,0.713,6.417,98.3,19.8,19.31,1,8.06,12.104,0,0,0,27,0.073411072,0,2.185
13.4,48.1,0.713,6.749,92.6,19.8,17.44,1,9.068,13.1072,1,0,0,59,0.06132192,1,2.32
15.2,48.1,0.713,6.655,98.2,19.8,17.73,1,8.104,11.1216,0,0,0,41,0.061385953,0,2.355
16.1,48.1,0.713,6.297,91.8,19.8,17.27,0,6.722,15.1288,0,0,0,21,0.064521583,1,2.3675
17.8,48.1,0.713,7.393,99.3,19.8,16.74,1,5.956,11.1424,0,0,1,42,0.069112577,1,2.4525
14.4,48.1,0.713,6.728,94.1,19.8,18.71,0,5.888,14.1152,0,0,1,34,0.066068471,1,2.4975
14.1,48.1,0.713,6.525,86.5,19.8,18.13,0,7.782,14.1128,0,0,1,36,0.061925584,0,2.435
12.7,48.1,0.713,5.976,87.9,19.8,19.01,0,7.154,15.1016,0,0,1,31,0.06376258,0,2.58
13.5,48.1,0.713,5.936,80.3,19.8,16.94,0,8.87,13.108,0,0,0,46,0.074872202,1,2.78
14.9,48.1,0.713,6.301,83.7,19.8,16.23,0,5.598,15.1192,0,0,1,39,0.064939128,1,2.785
20,48.1,0.713,6.081,84.4,19.8,14.7,1,5.4,14.16,1,0,0,27,0.072635554,0,2.7175
16.4,48.1,0.713,6.701,90,19.8,16.42,1,9.428,12.1312,0,0,1,29,0.060878559,1,2.5975
17.7,48.1,0.713,6.376,88.4,19.8,14.65,1,9.854,13.1416,0,0,0,24,0.062928764,1,2.565
19.5,48.1,0.713,6.317,83,19.8,13.99,0,5.89,15.156,0,0,1,22,0.070732691,0,2.735
20.2,48.1,0.713,6.513,89.9,19.8,10.29,1,8.804,15.1616,0,0,0,30,0.075168226,0,2.8025
21.4,48.1,0.655,6.209,65.4,19.8,13.22,0,7.828,11.1712,0,1,0,55,0.057674333,1,2.965
19.9,48.1,0.655,5.759,48.2,19.8,14.13,0,9.998,12.1592,0,0,0,43,0.065980125,0,3.065
19,48.1,0.655,5.952,84.7,19.8,17.15,1,8.38,10.152,0,0,0,21,0.057142887,1,2.8725
19.1,48.1,0.584,6.003,94.5,19.8,21.32,0,9.482,13.1528,0,1,0,21,0.050545377,0,2.54
19.1,48.1,0.58,5.926,71,19.8,18.13,0,5.882,15.1528,0,0,0,28,0.049370098,0,2.91
20.1,48.1,0.58,5.713,56.7,19.8,14.76,0,6.302,13.1608,0,0,0,27,0.051188122,1,2.825
19.9,48.1,0.58,6.167,84,19.8,16.29,0,5.598,12.1592,0,0,1,36,0.063720531,1,3.035
19.6,48.1,0.532,6.229,90.7,19.8,12.87,1,8.692,13.1568,0,1,0,52,0.04747729,0,3.0975
23.2,48.1,0.58,6.437,75,19.8,14.36,1,8.464,15.1856,0,1,0,39,0.063409461,0,2.895
29.8,48.1,0.614,6.98,67.6,19.8,11.66,1,7.396,15.2384,0,1,0,56,0.062915696,0,2.5325
13.8,48.1,0.584,5.427,95.4,19.8,18.14,0,9.076,11.1104,0,1,0,47,0.049707252,0,2.4275
13.3,48.1,0.584,6.162,97.4,19.8,24.1,1,9.066,11.1064,1,0,0,27,0.063035421,0,2.205
16.7,48.1,0.614,6.484,93.6,19.8,18.68,1,6.134,14.1336,0,0,1,22,0.056696324,1,2.3025
12,48.1,0.614,5.304,97.3,19.8,24.91,0,9.34,15.096,1,0,0,39,0.061921548,0,2.1025
14.6,48.1,0.614,6.185,96.7,19.8,18.03,1,5.292,15.1168,1,0,0,60,0.065217793,0,2.17
21.4,48.1,0.614,6.229,88,19.8,13.11,0,6.128,10.1712,0,0,1,32,0.063157529,1,1.95
23,48.1,0.532,6.242,64.7,19.8,10.74,0,8.56,13.184,0,0,1,22,0.046089256,0,3.4225
23.7,48.1,0.532,6.75,74.9,19.8,7.74,0,6.974,15.1896,0,0,0,46,0.046987414,1,3.33
25,48.1,0.532,7.061,77,19.8,7.01,0,5.5,11.2,1,0,0,29,0.058384238,0,3.41
21.8,48.1,0.532,5.762,40.3,19.8,10.42,0,9.636,14.1744,0,1,0,57,0.048221723,1,4.1
20.6,48.1,0.583,5.871,41.9,19.8,13.34,1,8.112,12.1648,1,0,0,31,0.060860495,0,3.7225
21.2,48.1,0.583,6.312,51.9,19.8,10.58,0,9.024,13.1696,0,1,0,51,0.049993542,0,3.99
19.1,48.1,0.583,6.114,79.8,19.8,14.98,1,8.582,12.1528,0,0,0,57,0.059506497,0,3.545
20.6,48.1,0.583,5.905,53.2,19.8,11.45,0,8.412,11.1648,0,0,0,44,0.062054499,1,3.15
15.2,57.74,0.609,5.454,92.7,19.9,18.06,0,6.004,14.1216,0,0,0,28,0.060475976,0,1.82
7,57.74,0.609,5.414,98.3,19.9,23.97,0,9.84,15.056,0,0,0,29,0.065888635,1,1.7575
8.1,57.74,0.609,5.093,98,19.9,29.68,1,9.162,10.0648,0,1,0,49,0.062741536,1,1.8225
13.6,57.74,0.609,5.983,98.8,19.9,18.07,0,7.072,14.1088,0,0,0,47,0.056278464,1,1.8675
20.1,57.74,0.609,5.983,83.5,19.9,13.35,1,8.902,13.1608,0,0,1,57,0.062228045,1,2.1075
21.8,39.69,0.585,5.707,54,20.8,12.01,1,5.936,14.1744,0,0,1,31,0.058020893,1,2.3825
24.5,39.69,0.585,5.926,42.6,20.8,13.59,1,8.79,11.196,0,0,1,47,0.054577495,1,2.38
23.1,39.69,0.585,5.67,28.8,20.8,17.6,0,8.462,14.1848,0,1,0,55,0.055591669,0,2.8
19.7,39.69,0.585,5.39,72.9,20.8,21.14,0,7.89976706827309,12.1576,0,0,1,44,0.061026488,0,2.7975
18.3,39.69,0.585,5.794,70.6,20.8,14.1,1,5.366,14.1464,1,0,0,55,0.057946368,0,2.8925
21.2,39.69,0.585,6.019,65.3,20.8,12.92,1,5.824,14.1696,0,0,1,32,0.054545842,0,2.4075
17.5,39.69,0.585,5.569,73.5,20.8,15.1,0,9.85,14.14,1,0,0,47,0.063466301,1,2.4
16.8,39.69,0.585,6.027,79.7,20.8,14.33,0,6.236,14.1344,1,0,0,54,0.052497379,0,2.4975
22.4,41.93,0.573,6.593,69.1,19,9.67,0,9.348,12.1792,0,1,0,27,0.056005681,1,2.4775
20.6,41.93,0.573,6.12,76.7,19,9.08,1,6.612,13.1648,0,1,0,20,0.059903421,1,2.2875
23.9,41.93,0.573,6.976,91,19,5.64,0,5.478,12.1912,0,0,0,31,0.057572286,1,2.1675
22,41.93,0.573,6.794,89.3,19,6.48,1,7.94,15.176,0,0,0,47,0.060694299,1,2.39
19,41.93,0.573,6.03,80.8,19,7.88,1,10.28,10.152,0,0,0,45,0.060335899,1,2.505
